Time [s],Channel 3
21.255279300,0
21.255288000,1
21.255305400,0
21.255314000,1
21.261235800,0
21.261244400,1
21.261279200,0
21.261287900,1
21.261305300,0
21.261313900,1
21.267235700,0
21.267244400,1
21.267270400,0
21.267279100,1
21.267305200,0
21.267313900,1
21.273235600,0
21.273287700,1
21.273296400,0
21.273313800,1
21.279235500,0
21.279261600,1
21.279270300,0
21.279279000,1
21.279305000,0
21.279313700,1
21.285235500,0
21.285270200,1
21.285278900,0
21.285287600,1
21.285305000,0
21.285313600,1
21.291235400,0
21.291244100,1
21.291252700,0
21.291261400,1
21.291270100,0
21.291287500,1
21.291304900,0
21.291313600,1
21.297235300,0
21.297287400,1
21.297296100,0
21.297313500,1
21.303235200,0
21.303243900,1
21.303252600,0
21.303270000,1
21.303278600,0
21.303287300,1
21.303304700,0
21.303313400,1
21.309235100,0
21.309252500,1
21.309278600,0
21.309287200,1
21.309304600,0
21.309313300,1
21.315235000,0
21.315243700,1
21.315261100,0
21.315278500,1
21.315304500,0
21.315313200,1
21.321235000,0
21.321261000,1
21.321269700,0
21.321278400,1
21.321304500,0
21.321313100,1
21.327234900,0
21.327252300,1
21.327260900,0
21.327278300,1
21.327304400,0
21.327313100,1
21.333234800,0
21.333243500,1
21.333252200,0
21.333260900,1
21.333269500,0
21.333278200,1
21.333304300,0
21.333313000,1
21.339234700,0
21.339243400,1
21.339260800,0
21.339286800,1
21.339304200,0
21.339312900,1
21.345234600,0
21.345260700,1
21.345269400,0
21.345278100,1
21.345304100,0
21.345312800,1
21.351234600,0
21.351243200,1
21.351251900,0
21.351269300,1
21.351278000,0
21.351286700,1
21.351304100,0
21.351312700,1
21.357234500,0
21.357243200,1
21.357277900,0
21.357286600,1
21.357304000,0
21.357312700,1
21.363234400,0
21.363251800,1
21.363277800,0
21.363286500,1
21.363303900,0
21.363312600,1
21.369234300,0
21.369243000,1
21.369260400,0
21.369277700,1
21.369303800,0
21.369312500,1
21.375234200,0
21.375286300,1
21.375295000,0
21.375312400,1
21.381234100,0
21.381242800,1
21.381251500,0
21.381260200,1
21.381268900,0
21.381286300,1
21.381303600,0
21.381312300,1
21.387234100,0
21.387268800,1
21.387303600,0
21.387312200,1
21.393234000,0
21.393242700,1
21.393251400,0
21.393286100,1
21.393303500,0
21.393312200,1
21.399233900,0
21.399242600,1
21.399260000,0
21.399286000,1
21.399303400,0
21.399312100,1
21.405233800,0
21.405259900,1
21.405268600,0
21.405277300,1
21.405303300,0
21.405312000,1
21.411233700,0
21.411259800,1
21.411277200,0
21.411285900,1
21.411303200,0
21.411311900,1
21.417233700,0
21.417242300,1
21.417251000,0
21.417268400,1
21.417303200,0
21.417311800,1
21.423233600,0
21.423250900,1
21.423277000,0
21.423285700,1
21.423294400,0
21.423311800,1
21.429234200,0
21.429251600,1
21.429260300,0
21.429268900,1
21.429277600,0
21.429312400,1
25.015091200,1
