Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
0.948958000,0,0,0,0,0,0,0,0
0.949001000,0,0,0,1,0,0,0,0
0.949010000,0,0,0,0,0,0,0,0
0.949019000,0,0,0,1,0,0,0,0
0.949027000,0,0,0,0,0,0,0,0
0.949036000,0,0,0,1,0,0,0,0
0.949045000,0,0,0,0,0,0,0,0
0.949054000,0,0,0,1,0,0,0,0
0.949062000,0,0,0,0,0,0,0,0
0.949080000,0,0,0,1,0,0,0,0
0.949088000,0,0,0,0,0,0,0,0
0.949106000,0,0,0,1,0,0,0,0
0.949114000,0,0,0,0,0,0,0,0
0.949123000,0,0,0,1,0,0,0,0
0.949132000,0,0,0,0,0,0,0,0
0.949140000,0,0,0,1,0,0,0,0
0.949175000,0,0,0,0,0,0,0,0
0.949193000,0,0,0,1,0,0,0,0
0.949201000,0,0,0,0,0,0,0,0
0.949210000,0,0,0,1,0,0,0,0
0.949219000,0,0,0,0,0,0,0,0
0.949227000,0,0,0,1,0,0,0,0
0.949236000,0,0,0,0,0,0,0,0
0.949245000,0,0,0,1,0,0,0,0
0.949262000,0,0,0,0,0,0,0,0
0.949271000,0,0,0,1,0,0,0,0
0.949279000,0,0,0,0,0,0,0,0
0.949297000,0,0,0,1,0,0,0,0
0.949305000,0,0,0,0,0,0,0,0
0.949332000,0,0,0,1,0,0,0,0
0.949349000,0,0,0,0,0,0,0,0
0.949366000,0,0,0,1,0,0,0,0
0.949375000,0,0,0,0,0,0,0,0
0.949384000,0,0,0,1,0,0,0,0
0.949392000,0,0,0,0,0,0,0,0
0.949401000,0,0,0,1,0,0,0,0
0.949436000,0,0,0,0,0,0,0,0
0.949453000,0,0,0,1,0,0,0,0
0.949462000,0,0,0,0,0,0,0,0
0.949470000,0,0,0,1,0,0,0,0
0.949479000,0,0,0,0,0,0,0,0
0.949488000,0,0,0,1,0,0,0,0
0.949523000,0,0,0,0,0,0,0,0
0.949540000,0,0,0,1,0,0,0,0
0.949549000,0,0,0,0,0,0,0,0
0.949557000,0,0,0,1,0,0,0,0
0.949566000,0,0,0,0,0,0,0,0
0.949609000,0,0,0,1,0,0,0,0
0.949618000,0,0,0,0,0,0,0,0
0.949627000,0,0,0,1,0,0,0,0
0.949636000,0,0,0,0,0,0,0,0
0.949644000,0,0,0,1,0,0,0,0
0.949653000,0,0,0,0,0,0,0,0
0.949670000,0,0,0,1,0,0,0,0
0.949679000,0,0,0,0,0,0,0,0
0.949714000,0,0,0,1,0,0,0,0
0.949722000,0,0,0,0,0,0,0,0
0.949731000,0,0,0,1,0,0,0,0
0.949740000,0,0,0,0,0,0,0,0
0.949748000,0,0,0,1,0,0,0,0
0.949757000,0,0,0,0,0,0,0,0
0.949801000,0,0,0,1,0,0,0,0
0.949809000,0,0,0,0,0,0,0,0
0.949818000,0,0,0,1,0,0,0,0
0.949827000,0,0,0,0,0,0,0,0
0.949835000,0,0,0,1,0,0,0,0
0.949853000,0,0,0,0,0,0,0,0
0.949887000,0,0,0,1,0,0,0,0
0.949896000,0,0,0,0,0,0,0,0
0.949905000,0,0,0,1,0,0,0,0
0.949914000,0,0,0,0,0,0,0,0
0.949922000,0,0,0,1,0,0,0,0
