Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
3.371522000,0,0,0,1,0,0,0,0
3.371531000,0,0,0,0,0,0,0,0
3.371540000,0,0,0,1,0,0,0,0
3.371548000,0,0,0,0,0,0,0,0
3.371557000,0,0,0,1,0,0,0,0
3.371566000,0,0,0,0,0,0,0,0
3.371583000,0,0,0,1,0,0,0,0
3.371592000,0,0,0,0,0,0,0,0
3.371609000,0,0,0,1,0,0,0,0
3.371618000,0,0,0,0,0,0,0,0
3.371626000,0,0,0,1,0,0,0,0
3.371635000,0,0,0,0,0,0,0,0
3.371644000,0,0,0,1,0,0,0,0
3.371679000,0,0,0,0,0,0,0,0
3.371696000,0,0,0,1,0,0,0,0
3.371705000,0,0,0,0,0,0,0,0
3.371713000,0,0,0,1,0,0,0,0
3.371722000,0,0,0,0,0,0,0,0
3.371731000,0,0,0,1,0,0,0,0
3.371739000,0,0,0,0,0,0,0,0
3.371748000,0,0,0,1,0,0,0,0
3.371765000,0,0,0,0,0,0,0,0
3.371774000,0,0,0,1,0,0,0,0
3.371783000,0,0,0,0,0,0,0,0
3.371800000,0,0,0,1,0,0,0,0
3.371809000,0,0,0,0,0,0,0,0
3.371835000,0,0,0,1,0,0,0,0
3.371852000,0,0,0,0,0,0,0,0
3.371870000,0,0,0,1,0,0,0,0
3.371878000,0,0,0,0,0,0,0,0
3.371887000,0,0,0,1,0,0,0,0
3.371896000,0,0,0,0,0,0,0,0
3.371904000,0,0,0,1,0,0,0,0
3.371939000,0,0,0,0,0,0,0,0
3.371957000,0,0,0,1,0,0,0,0
3.371965000,0,0,0,0,0,0,0,0
3.371974000,0,0,0,1,0,0,0,0
3.371983000,0,0,0,0,0,0,0,0
3.371991000,0,0,0,1,0,0,0,0
3.372026000,0,0,0,0,0,0,0,0
3.372043000,0,0,0,1,0,0,0,0
3.372052000,0,0,0,0,0,0,0,0
3.372061000,0,0,0,1,0,0,0,0
3.372070000,0,0,0,0,0,0,0,0
3.372113000,0,0,0,1,0,0,0,0
3.372122000,0,0,0,0,0,0,0,0
3.372130000,0,0,0,1,0,0,0,0
3.372139000,0,0,0,0,0,0,0,0
3.372148000,0,0,0,1,0,0,0,0
3.372156000,0,0,0,0,0,0,0,0
3.372174000,0,0,0,1,0,0,0,0
3.372182000,0,0,0,0,0,0,0,0
3.372217000,0,0,0,1,0,0,0,0
3.372226000,0,0,0,0,0,0,0,0
3.372235000,0,0,0,1,0,0,0,0
3.372243000,0,0,0,0,0,0,0,0
3.372252000,0,0,0,1,0,0,0,0
3.372261000,0,0,0,0,0,0,0,0
3.372304000,0,0,0,1,0,0,0,0
3.372313000,0,0,0,0,0,0,0,0
3.372321000,0,0,0,1,0,0,0,0
3.372330000,0,0,0,0,0,0,0,0
3.372339000,0,0,0,1,0,0,0,0
3.372356000,0,0,0,0,0,0,0,0
3.372391000,0,0,0,1,0,0,0,0
3.372400000,0,0,0,0,0,0,0,0
3.372408000,0,0,0,1,0,0,0,0
3.372417000,0,0,0,0,0,0,0,0
3.372426000,0,0,0,1,0,0,0,0
3.372443000,0,0,0,0,0,0,0,0
3.372452000,0,0,0,1,0,0,0,0
3.372460000,0,0,0,0,0,0,0,0
3.372478000,0,0,0,1,0,0,0,0
3.372487000,0,0,0,0,0,0,0,0
3.372495000,0,0,0,1,0,0,0,0
3.372504000,0,0,0,0,0,0,0,0
3.372513000,0,0,0,1,0,0,0,0
3.372521000,0,0,0,0,0,0,0,0
3.372530000,0,0,0,1,0,0,0,0
3.372547000,0,0,0,0,0,0,0,0
3.372556000,0,0,0,1,0,0,0,0
3.372565000,0,0,0,0,0,0,0,0
3.372582000,0,0,0,1,0,0,0,0
3.372591000,0,0,0,0,0,0,0,0
3.372634000,0,0,0,1,0,0,0,0
3.372652000,0,0,0,0,0,0,0,0
3.372669000,0,0,0,1,0,0,0,0
3.372678000,0,0,0,0,0,0,0,0
3.372686000,0,0,0,1,0,0,0,0
3.372695000,0,0,0,0,0,0,0,0
3.372721000,0,0,0,1,0,0,0,0
3.372738000,0,0,0,0,0,0,0,0
3.372756000,0,0,0,1,0,0,0,0
3.372764000,0,0,0,0,0,0,0,0
3.372782000,0,0,0,1,0,0,0,0
3.372791000,0,0,0,0,0,0,0,0
3.372808000,0,0,0,1,0,0,0,0
3.372825000,0,0,0,0,0,0,0,0
3.372843000,0,0,0,1,0,0,0,0
3.372851000,0,0,0,0,0,0,0,0
3.372860000,0,0,0,1,0,0,0,0
3.372877000,0,0,0,0,0,0,0,0
3.372895000,0,0,0,1,0,0,0,0
3.372912000,0,0,0,0,0,0,0,0
3.372930000,0,0,0,1,0,0,0,0
3.372938000,0,0,0,0,0,0,0,0
3.372964000,0,0,0,1,0,0,0,0
3.372973000,0,0,0,0,0,0,0,0
3.372982000,0,0,0,1,0,0,0,0
3.372999000,0,0,0,0,0,0,0,0
3.373016000,0,0,0,1,0,0,0,0
3.373025000,0,0,0,0,0,0,0,0
3.373034000,0,0,0,1,0,0,0,0
3.373042000,0,0,0,0,0,0,0,0
3.373051000,0,0,0,1,0,0,0,0
3.373060000,0,0,0,0,0,0,0,0
3.373069000,0,0,0,1,0,0,0,0
3.373086000,0,0,0,0,0,0,0,0
3.373103000,0,0,0,1,0,0,0,0
3.373112000,0,0,0,0,0,0,0,0
3.373129000,0,0,0,1,0,0,0,0
3.373147000,0,0,0,0,0,0,0,0
3.373155000,0,0,0,1,0,0,0,0
3.373173000,0,0,0,0,0,0,0,0
3.373190000,0,0,0,1,0,0,0,0
3.373199000,0,0,0,0,0,0,0,0
3.373208000,0,0,0,1,0,0,0,0
3.373234000,0,0,0,0,0,0,0,0
3.373242000,0,0,0,1,0,0,0,0
3.373260000,0,0,0,0,0,0,0,0
3.373277000,0,0,0,1,0,0,0,0
3.373286000,0,0,0,0,0,0,0,0
3.373320000,0,0,0,1,0,0,0,0
3.373347000,0,0,0,0,0,0,0,0
3.373364000,0,0,0,1,0,0,0,0
3.373373000,0,0,0,0,0,0,0,0
3.373381000,0,0,0,1,0,0,0,0
3.373390000,0,0,0,0,0,0,0,0
3.373407000,0,0,0,1,0,0,0,0
3.373433000,0,0,0,0,0,0,0,0
3.373451000,0,0,0,1,0,0,0,0
3.570591000,0,0,0,0,0,0,0,0
3.570599000,0,0,0,1,0,0,0,0
3.570608000,0,0,0,0,0,0,0,0
3.570617000,0,0,0,1,0,0,0,0
3.570634000,0,0,0,0,0,0,0,0
3.570651000,0,0,0,1,0,0,0,0
3.570660000,0,0,0,0,0,0,0,0
3.570669000,0,0,0,1,0,0,0,0
3.570677000,0,0,0,0,0,0,0,0
3.570686000,0,0,0,1,0,0,0,0
3.570695000,0,0,0,0,0,0,0,0
3.570712000,0,0,0,1,0,0,0,0
3.570721000,0,0,0,0,0,0,0,0
3.570738000,0,0,0,1,0,0,0,0
3.570747000,0,0,0,0,0,0,0,0
3.570756000,0,0,0,1,0,0,0,0
3.570764000,0,0,0,0,0,0,0,0
3.570782000,0,0,0,1,0,0,0,0
3.570808000,0,0,0,0,0,0,0,0
3.570825000,0,0,0,1,0,0,0,0
3.570834000,0,0,0,0,0,0,0,0
3.570842000,0,0,0,1,0,0,0,0
3.570851000,0,0,0,0,0,0,0,0
3.570877000,0,0,0,1,0,0,0,0
3.570886000,0,0,0,0,0,0,0,0
3.570912000,0,0,0,1,0,0,0,0
3.570921000,0,0,0,0,0,0,0,0
3.570929000,0,0,0,1,0,0,0,0
3.570938000,0,0,0,0,0,0,0,0
3.570947000,0,0,0,1,0,0,0,0
3.570973000,0,0,0,0,0,0,0,0
3.570999000,0,0,0,1,0,0,0,0
3.571008000,0,0,0,0,0,0,0,0
3.571016000,0,0,0,1,0,0,0,0
3.571025000,0,0,0,0,0,0,0,0
3.571034000,0,0,0,1,0,0,0,0
3.571042000,0,0,0,0,0,0,0,0
3.571086000,0,0,0,1,0,0,0,0
3.571094000,0,0,0,0,0,0,0,0
3.571103000,0,0,0,1,0,0,0,0
3.571112000,0,0,0,0,0,0,0,0
3.571129000,0,0,0,1,0,0,0,0
3.571138000,0,0,0,0,0,0,0,0
3.571155000,0,0,0,1,0,0,0,0
3.571164000,0,0,0,0,0,0,0,0
3.571173000,0,0,0,1,0,0,0,0
3.571181000,0,0,0,0,0,0,0,0
3.571190000,0,0,0,1,0,0,0,0
3.571199000,0,0,0,0,0,0,0,0
3.571225000,0,0,0,1,0,0,0,0
3.571233000,0,0,0,0,0,0,0,0
3.571259000,0,0,0,1,0,0,0,0
3.571268000,0,0,0,0,0,0,0,0
3.571277000,0,0,0,1,0,0,0,0
3.571286000,0,0,0,0,0,0,0,0
3.571294000,0,0,0,1,0,0,0,0
3.571303000,0,0,0,0,0,0,0,0
3.571312000,0,0,0,1,0,0,0,0
3.571329000,0,0,0,0,0,0,0,0
3.571338000,0,0,0,1,0,0,0,0
3.571346000,0,0,0,0,0,0,0,0
3.571364000,0,0,0,1,0,0,0,0
3.571372000,0,0,0,0,0,0,0,0
3.571381000,0,0,0,1,0,0,0,0
3.571407000,0,0,0,0,0,0,0,0
3.571433000,0,0,0,1,0,0,0,0
3.571442000,0,0,0,0,0,0,0,0
3.571451000,0,0,0,1,0,0,0,0
3.571459000,0,0,0,0,0,0,0,0
3.571503000,0,0,0,1,0,0,0,0
3.571511000,0,0,0,0,0,0,0,0
3.571520000,0,0,0,1,0,0,0,0
3.571529000,0,0,0,0,0,0,0,0
3.571537000,0,0,0,1,0,0,0,0
3.571546000,0,0,0,0,0,0,0,0
3.571555000,0,0,0,1,0,0,0,0
3.571564000,0,0,0,0,0,0,0,0
3.571581000,0,0,0,1,0,0,0,0
3.571590000,0,0,0,0,0,0,0,0
3.571607000,0,0,0,1,0,0,0,0
3.571616000,0,0,0,0,0,0,0,0
3.571624000,0,0,0,1,0,0,0,0
3.571633000,0,0,0,0,0,0,0,0
3.571642000,0,0,0,1,0,0,0,0
3.571676000,0,0,0,0,0,0,0,0
3.571694000,0,0,0,1,0,0,0,0
3.571703000,0,0,0,0,0,0,0,0
3.571711000,0,0,0,1,0,0,0,0
3.571720000,0,0,0,0,0,0,0,0
3.571729000,0,0,0,1,0,0,0,0
3.571737000,0,0,0,0,0,0,0,0
3.571746000,0,0,0,1,0,0,0,0
3.571763000,0,0,0,0,0,0,0,0
3.571772000,0,0,0,1,0,0,0,0
3.571781000,0,0,0,0,0,0,0,0
3.571798000,0,0,0,1,0,0,0,0
3.571807000,0,0,0,0,0,0,0,0
3.571833000,0,0,0,1,0,0,0,0
3.571850000,0,0,0,0,0,0,0,0
3.571868000,0,0,0,1,0,0,0,0
3.571876000,0,0,0,0,0,0,0,0
3.571885000,0,0,0,1,0,0,0,0
3.571894000,0,0,0,0,0,0,0,0
3.571902000,0,0,0,1,0,0,0,0
3.571937000,0,0,0,0,0,0,0,0
3.571954000,0,0,0,1,0,0,0,0
3.571963000,0,0,0,0,0,0,0,0
3.571972000,0,0,0,1,0,0,0,0
3.571981000,0,0,0,0,0,0,0,0
3.571989000,0,0,0,1,0,0,0,0
3.572024000,0,0,0,0,0,0,0,0
3.572041000,0,0,0,1,0,0,0,0
3.572050000,0,0,0,0,0,0,0,0
3.572059000,0,0,0,1,0,0,0,0
3.572067000,0,0,0,0,0,0,0,0
3.572111000,0,0,0,1,0,0,0,0
3.572120000,0,0,0,0,0,0,0,0
3.572128000,0,0,0,1,0,0,0,0
3.572137000,0,0,0,0,0,0,0,0
3.572146000,0,0,0,1,0,0,0,0
3.572154000,0,0,0,0,0,0,0,0
3.572172000,0,0,0,1,0,0,0,0
3.572180000,0,0,0,0,0,0,0,0
3.572215000,0,0,0,1,0,0,0,0
3.572224000,0,0,0,0,0,0,0,0
3.572232000,0,0,0,1,0,0,0,0
3.572241000,0,0,0,0,0,0,0,0
3.572250000,0,0,0,1,0,0,0,0
3.572259000,0,0,0,0,0,0,0,0
3.572302000,0,0,0,1,0,0,0,0
3.572311000,0,0,0,0,0,0,0,0
3.572319000,0,0,0,1,0,0,0,0
3.572328000,0,0,0,0,0,0,0,0
3.572337000,0,0,0,1,0,0,0,0
3.572354000,0,0,0,0,0,0,0,0
3.572389000,0,0,0,1,0,0,0,0
3.572398000,0,0,0,0,0,0,0,0
3.572406000,0,0,0,1,0,0,0,0
3.572415000,0,0,0,0,0,0,0,0
3.572424000,0,0,0,1,0,0,0,0
3.572441000,0,0,0,0,0,0,0,0
3.572450000,0,0,0,1,0,0,0,0
3.572458000,0,0,0,0,0,0,0,0
3.572476000,0,0,0,1,0,0,0,0
3.572484000,0,0,0,0,0,0,0,0
3.572493000,0,0,0,1,0,0,0,0
3.572502000,0,0,0,0,0,0,0,0
3.572510000,0,0,0,1,0,0,0,0
3.572519000,0,0,0,0,0,0,0,0
3.572528000,0,0,0,1,0,0,0,0
3.572545000,0,0,0,0,0,0,0,0
3.572554000,0,0,0,1,0,0,0,0
3.572563000,0,0,0,0,0,0,0,0
3.572580000,0,0,0,1,0,0,0,0
3.572589000,0,0,0,0,0,0,0,0
3.572632000,0,0,0,1,0,0,0,0
3.572649000,0,0,0,0,0,0,0,0
3.572667000,0,0,0,1,0,0,0,0
3.572676000,0,0,0,0,0,0,0,0
3.572684000,0,0,0,1,0,0,0,0
3.572693000,0,0,0,0,0,0,0,0
3.572719000,0,0,0,1,0,0,0,0
3.572736000,0,0,0,0,0,0,0,0
3.572754000,0,0,0,1,0,0,0,0
3.572762000,0,0,0,0,0,0,0,0
3.572780000,0,0,0,1,0,0,0,0
3.572788000,0,0,0,0,0,0,0,0
3.572806000,0,0,0,1,0,0,0,0
3.572823000,0,0,0,0,0,0,0,0
3.572841000,0,0,0,1,0,0,0,0
3.572849000,0,0,0,0,0,0,0,0
3.572858000,0,0,0,1,0,0,0,0
3.572875000,0,0,0,0,0,0,0,0
3.572893000,0,0,0,1,0,0,0,0
3.572910000,0,0,0,0,0,0,0,0
3.572927000,0,0,0,1,0,0,0,0
3.572936000,0,0,0,0,0,0,0,0
3.572962000,0,0,0,1,0,0,0,0
3.572971000,0,0,0,0,0,0,0,0
3.572980000,0,0,0,1,0,0,0,0
3.572997000,0,0,0,0,0,0,0,0
3.573014000,0,0,0,1,0,0,0,0
3.573023000,0,0,0,0,0,0,0,0
3.573032000,0,0,0,1,0,0,0,0
3.573040000,0,0,0,0,0,0,0,0
3.573049000,0,0,0,1,0,0,0,0
3.573058000,0,0,0,0,0,0,0,0
3.573066000,0,0,0,1,0,0,0,0
3.573084000,0,0,0,0,0,0,0,0
3.573101000,0,0,0,1,0,0,0,0
3.573110000,0,0,0,0,0,0,0,0
3.573127000,0,0,0,1,0,0,0,0
3.573145000,0,0,0,0,0,0,0,0
3.573153000,0,0,0,1,0,0,0,0
3.573171000,0,0,0,0,0,0,0,0
3.573188000,0,0,0,1,0,0,0,0
3.573197000,0,0,0,0,0,0,0,0
3.573205000,0,0,0,1,0,0,0,0
3.573232000,0,0,0,0,0,0,0,0
3.573240000,0,0,0,1,0,0,0,0
3.573258000,0,0,0,0,0,0,0,0
3.573275000,0,0,0,1,0,0,0,0
3.573284000,0,0,0,0,0,0,0,0
3.573318000,0,0,0,1,0,0,0,0
3.573344000,0,0,0,0,0,0,0,0
3.573362000,0,0,0,1,0,0,0,0
3.573370000,0,0,0,0,0,0,0,0
3.573379000,0,0,0,1,0,0,0,0
3.573388000,0,0,0,0,0,0,0,0
3.573405000,0,0,0,1,0,0,0,0
3.573431000,0,0,0,0,0,0,0,0
3.573449000,0,0,0,1,0,0,0,0
3.769588000,0,0,0,0,0,0,0,0
3.769597000,0,0,0,1,0,0,0,0
3.769605000,0,0,0,0,0,0,0,0
3.769614000,0,0,0,1,0,0,0,0
3.769631000,0,0,0,0,0,0,0,0
3.769649000,0,0,0,1,0,0,0,0
3.769657000,0,0,0,0,0,0,0,0
3.769666000,0,0,0,1,0,0,0,0
3.769675000,0,0,0,0,0,0,0,0
3.769683000,0,0,0,1,0,0,0,0
3.769692000,0,0,0,0,0,0,0,0
3.769709000,0,0,0,1,0,0,0,0
3.769718000,0,0,0,0,0,0,0,0
3.769736000,0,0,0,1,0,0,0,0
3.769744000,0,0,0,0,0,0,0,0
3.769753000,0,0,0,1,0,0,0,0
3.769762000,0,0,0,0,0,0,0,0
3.769779000,0,0,0,1,0,0,0,0
3.769805000,0,0,0,0,0,0,0,0
3.769822000,0,0,0,1,0,0,0,0
3.769831000,0,0,0,0,0,0,0,0
3.769840000,0,0,0,1,0,0,0,0
3.769848000,0,0,0,0,0,0,0,0
3.769875000,0,0,0,1,0,0,0,0
3.769883000,0,0,0,0,0,0,0,0
3.769909000,0,0,0,1,0,0,0,0
3.769918000,0,0,0,0,0,0,0,0
3.769927000,0,0,0,1,0,0,0,0
3.769935000,0,0,0,0,0,0,0,0
3.769944000,0,0,0,1,0,0,0,0
3.769970000,0,0,0,0,0,0,0,0
3.769996000,0,0,0,1,0,0,0,0
3.770005000,0,0,0,0,0,0,0,0
3.770014000,0,0,0,1,0,0,0,0
3.770022000,0,0,0,0,0,0,0,0
3.770031000,0,0,0,1,0,0,0,0
3.770040000,0,0,0,0,0,0,0,0
3.770083000,0,0,0,1,0,0,0,0
3.770092000,0,0,0,0,0,0,0,0
3.770100000,0,0,0,1,0,0,0,0
3.770109000,0,0,0,0,0,0,0,0
3.770126000,0,0,0,1,0,0,0,0
3.770135000,0,0,0,0,0,0,0,0
3.770153000,0,0,0,1,0,0,0,0
3.770161000,0,0,0,0,0,0,0,0
3.770170000,0,0,0,1,0,0,0,0
3.770179000,0,0,0,0,0,0,0,0
3.770187000,0,0,0,1,0,0,0,0
3.770196000,0,0,0,0,0,0,0,0
3.770222000,0,0,0,1,0,0,0,0
3.770231000,0,0,0,0,0,0,0,0
3.770257000,0,0,0,1,0,0,0,0
3.770265000,0,0,0,0,0,0,0,0
3.770274000,0,0,0,1,0,0,0,0
3.770283000,0,0,0,0,0,0,0,0
3.770292000,0,0,0,1,0,0,0,0
3.770300000,0,0,0,0,0,0,0,0
3.770309000,0,0,0,1,0,0,0,0
3.770326000,0,0,0,0,0,0,0,0
3.770335000,0,0,0,1,0,0,0,0
3.770344000,0,0,0,0,0,0,0,0
3.770361000,0,0,0,1,0,0,0,0
3.770370000,0,0,0,0,0,0,0,0
3.770378000,0,0,0,1,0,0,0,0
3.770404000,0,0,0,0,0,0,0,0
3.770431000,0,0,0,1,0,0,0,0
3.770439000,0,0,0,0,0,0,0,0
3.770448000,0,0,0,1,0,0,0,0
3.770457000,0,0,0,0,0,0,0,0
3.770500000,0,0,0,1,0,0,0,0
3.770509000,0,0,0,0,0,0,0,0
3.770517000,0,0,0,1,0,0,0,0
3.770526000,0,0,0,0,0,0,0,0
3.770535000,0,0,0,1,0,0,0,0
3.770543000,0,0,0,0,0,0,0,0
3.770552000,0,0,0,1,0,0,0,0
3.770561000,0,0,0,0,0,0,0,0
3.770578000,0,0,0,1,0,0,0,0
3.770587000,0,0,0,0,0,0,0,0
3.770604000,0,0,0,1,0,0,0,0
3.770613000,0,0,0,0,0,0,0,0
3.770622000,0,0,0,1,0,0,0,0
3.770630000,0,0,0,0,0,0,0,0
3.770639000,0,0,0,1,0,0,0,0
3.770674000,0,0,0,0,0,0,0,0
3.770691000,0,0,0,1,0,0,0,0
3.770700000,0,0,0,0,0,0,0,0
3.770709000,0,0,0,1,0,0,0,0
3.770717000,0,0,0,0,0,0,0,0
3.770726000,0,0,0,1,0,0,0,0
3.770735000,0,0,0,0,0,0,0,0
3.770743000,0,0,0,1,0,0,0,0
3.770761000,0,0,0,0,0,0,0,0
3.770769000,0,0,0,1,0,0,0,0
3.770778000,0,0,0,0,0,0,0,0
3.770795000,0,0,0,1,0,0,0,0
3.770804000,0,0,0,0,0,0,0,0
3.770830000,0,0,0,1,0,0,0,0
3.770848000,0,0,0,0,0,0,0,0
3.770865000,0,0,0,1,0,0,0,0
3.770874000,0,0,0,0,0,0,0,0
3.770882000,0,0,0,1,0,0,0,0
3.770891000,0,0,0,0,0,0,0,0
3.770900000,0,0,0,1,0,0,0,0
3.770934000,0,0,0,0,0,0,0,0
3.770952000,0,0,0,1,0,0,0,0
3.770960000,0,0,0,0,0,0,0,0
3.770969000,0,0,0,1,0,0,0,0
3.770978000,0,0,0,0,0,0,0,0
3.770987000,0,0,0,1,0,0,0,0
3.771021000,0,0,0,0,0,0,0,0
3.771039000,0,0,0,1,0,0,0,0
3.771047000,0,0,0,0,0,0,0,0
3.771056000,0,0,0,1,0,0,0,0
3.771065000,0,0,0,0,0,0,0,0
3.771108000,0,0,0,1,0,0,0,0
3.771117000,0,0,0,0,0,0,0,0
3.771126000,0,0,0,1,0,0,0,0
3.771134000,0,0,0,0,0,0,0,0
3.771143000,0,0,0,1,0,0,0,0
3.771152000,0,0,0,0,0,0,0,0
3.771169000,0,0,0,1,0,0,0,0
3.771178000,0,0,0,0,0,0,0,0
3.771212000,0,0,0,1,0,0,0,0
3.771221000,0,0,0,0,0,0,0,0
3.771230000,0,0,0,1,0,0,0,0
3.771238000,0,0,0,0,0,0,0,0
3.771247000,0,0,0,1,0,0,0,0
3.771256000,0,0,0,0,0,0,0,0
3.771299000,0,0,0,1,0,0,0,0
3.771308000,0,0,0,0,0,0,0,0
3.771317000,0,0,0,1,0,0,0,0
3.771325000,0,0,0,0,0,0,0,0
3.771334000,0,0,0,1,0,0,0,0
3.771351000,0,0,0,0,0,0,0,0
3.771386000,0,0,0,1,0,0,0,0
3.771395000,0,0,0,0,0,0,0,0
3.771404000,0,0,0,1,0,0,0,0
3.771412000,0,0,0,0,0,0,0,0
3.771421000,0,0,0,1,0,0,0,0
3.771438000,0,0,0,0,0,0,0,0
3.771447000,0,0,0,1,0,0,0,0
3.771456000,0,0,0,0,0,0,0,0
3.771473000,0,0,0,1,0,0,0,0
3.771482000,0,0,0,0,0,0,0,0
3.771490000,0,0,0,1,0,0,0,0
3.771499000,0,0,0,0,0,0,0,0
3.771508000,0,0,0,1,0,0,0,0
3.771516000,0,0,0,0,0,0,0,0
3.771525000,0,0,0,1,0,0,0,0
3.771543000,0,0,0,0,0,0,0,0
3.771551000,0,0,0,1,0,0,0,0
3.771560000,0,0,0,0,0,0,0,0
3.771577000,0,0,0,1,0,0,0,0
3.771586000,0,0,0,0,0,0,0,0
3.771629000,0,0,0,1,0,0,0,0
3.771647000,0,0,0,0,0,0,0,0
3.771664000,0,0,0,1,0,0,0,0
3.771673000,0,0,0,0,0,0,0,0
3.771682000,0,0,0,1,0,0,0,0
3.771690000,0,0,0,0,0,0,0,0
3.771716000,0,0,0,1,0,0,0,0
3.771734000,0,0,0,0,0,0,0,0
3.771751000,0,0,0,1,0,0,0,0
3.771760000,0,0,0,0,0,0,0,0
3.771777000,0,0,0,1,0,0,0,0
3.771786000,0,0,0,0,0,0,0,0
3.771803000,0,0,0,1,0,0,0,0
3.771821000,0,0,0,0,0,0,0,0
3.771838000,0,0,0,1,0,0,0,0
3.771847000,0,0,0,0,0,0,0,0
3.771855000,0,0,0,1,0,0,0,0
3.771873000,0,0,0,0,0,0,0,0
3.771890000,0,0,0,1,0,0,0,0
3.771907000,0,0,0,0,0,0,0,0
3.771925000,0,0,0,1,0,0,0,0
3.771933000,0,0,0,0,0,0,0,0
3.771960000,0,0,0,1,0,0,0,0
3.771968000,0,0,0,0,0,0,0,0
3.771977000,0,0,0,1,0,0,0,0
3.771994000,0,0,0,0,0,0,0,0
3.772012000,0,0,0,1,0,0,0,0
3.772020000,0,0,0,0,0,0,0,0
3.772029000,0,0,0,1,0,0,0,0
3.772038000,0,0,0,0,0,0,0,0
3.772046000,0,0,0,1,0,0,0,0
3.772055000,0,0,0,0,0,0,0,0
3.772064000,0,0,0,1,0,0,0,0
3.772081000,0,0,0,0,0,0,0,0
3.772099000,0,0,0,1,0,0,0,0
3.772107000,0,0,0,0,0,0,0,0
3.772125000,0,0,0,1,0,0,0,0
3.772142000,0,0,0,0,0,0,0,0
3.772151000,0,0,0,1,0,0,0,0
3.772168000,0,0,0,0,0,0,0,0
3.772185000,0,0,0,1,0,0,0,0
3.772194000,0,0,0,0,0,0,0,0
3.772203000,0,0,0,1,0,0,0,0
3.772229000,0,0,0,0,0,0,0,0
3.772238000,0,0,0,1,0,0,0,0
3.772255000,0,0,0,0,0,0,0,0
3.772272000,0,0,0,1,0,0,0,0
3.772281000,0,0,0,0,0,0,0,0
3.772316000,0,0,0,1,0,0,0,0
3.772342000,0,0,0,0,0,0,0,0
3.772359000,0,0,0,1,0,0,0,0
3.772368000,0,0,0,0,0,0,0,0
3.772377000,0,0,0,1,0,0,0,0
3.772385000,0,0,0,0,0,0,0,0
3.772403000,0,0,0,1,0,0,0,0
3.772429000,0,0,0,0,0,0,0,0
3.772446000,0,0,0,1,0,0,0,0
3.968586000,0,0,0,0,0,0,0,0
3.968595000,0,0,0,1,0,0,0,0
3.968604000,0,0,0,0,0,0,0,0
3.968612000,0,0,0,1,0,0,0,0
3.968630000,0,0,0,0,0,0,0,0
3.968647000,0,0,0,1,0,0,0,0
3.968656000,0,0,0,0,0,0,0,0
3.968664000,0,0,0,1,0,0,0,0
3.968673000,0,0,0,0,0,0,0,0
3.968682000,0,0,0,1,0,0,0,0
3.968690000,0,0,0,0,0,0,0,0
3.968708000,0,0,0,1,0,0,0,0
3.968716000,0,0,0,0,0,0,0,0
3.968734000,0,0,0,1,0,0,0,0
3.968743000,0,0,0,0,0,0,0,0
3.968751000,0,0,0,1,0,0,0,0
3.968760000,0,0,0,0,0,0,0,0
3.968777000,0,0,0,1,0,0,0,0
3.968803000,0,0,0,0,0,0,0,0
3.968821000,0,0,0,1,0,0,0,0
3.968829000,0,0,0,0,0,0,0,0
3.968838000,0,0,0,1,0,0,0,0
3.968847000,0,0,0,0,0,0,0,0
3.968873000,0,0,0,1,0,0,0,0
3.968881000,0,0,0,0,0,0,0,0
3.968908000,0,0,0,1,0,0,0,0
3.968916000,0,0,0,0,0,0,0,0
3.968925000,0,0,0,1,0,0,0,0
3.968934000,0,0,0,0,0,0,0,0
3.968942000,0,0,0,1,0,0,0,0
3.968968000,0,0,0,0,0,0,0,0
3.968994000,0,0,0,1,0,0,0,0
3.969003000,0,0,0,0,0,0,0,0
3.969012000,0,0,0,1,0,0,0,0
3.969020000,0,0,0,0,0,0,0,0
3.969029000,0,0,0,1,0,0,0,0
3.969038000,0,0,0,0,0,0,0,0
3.969081000,0,0,0,1,0,0,0,0
3.969090000,0,0,0,0,0,0,0,0
3.969099000,0,0,0,1,0,0,0,0
3.969107000,0,0,0,0,0,0,0,0
3.969125000,0,0,0,1,0,0,0,0
3.969133000,0,0,0,0,0,0,0,0
3.969151000,0,0,0,1,0,0,0,0
3.969159000,0,0,0,0,0,0,0,0
3.969168000,0,0,0,1,0,0,0,0
3.969177000,0,0,0,0,0,0,0,0
3.969186000,0,0,0,1,0,0,0,0
3.969194000,0,0,0,0,0,0,0,0
3.969220000,0,0,0,1,0,0,0,0
3.969229000,0,0,0,0,0,0,0,0
3.969255000,0,0,0,1,0,0,0,0
3.969264000,0,0,0,0,0,0,0,0
3.969272000,0,0,0,1,0,0,0,0
3.969281000,0,0,0,0,0,0,0,0
3.969290000,0,0,0,1,0,0,0,0
3.969298000,0,0,0,0,0,0,0,0
3.969307000,0,0,0,1,0,0,0,0
3.969325000,0,0,0,0,0,0,0,0
3.969333000,0,0,0,1,0,0,0,0
3.969342000,0,0,0,0,0,0,0,0
3.969359000,0,0,0,1,0,0,0,0
3.969368000,0,0,0,0,0,0,0,0
3.969377000,0,0,0,1,0,0,0,0
3.969403000,0,0,0,0,0,0,0,0
3.969429000,0,0,0,1,0,0,0,0
3.969437000,0,0,0,0,0,0,0,0
3.969446000,0,0,0,1,0,0,0,0
